Date,TBh,TBv,inc_mean,TBh_std,TBv_std
20101001,73.8,143.4,53.0,4.2,4.0
20101002,72.8,141.6,53.0,5.6,5.3
20101003,72.2,141.6,53.0,3.8,5.8
20101004,73.2,143.0,53.0,4.5,4.3
20101005,73.2,143.1,53.0,3.8,5.3
20101006,71.7,141.6,53.0,4.0,4.3
20101007,70.6,143.0,53.0,3.7,5.6
20101008,71.7,141.0,53.0,4.1,4.0
20101009,73.1,141.6,53.0,4.3,6.1
20101010,73.4,142.7,53.0,3.7,5.1
20101011,73.4,142.1,53.0,4.2,5.1
20101012,74.1,142.8,53.0,3.7,3.2
20101013,74.7,142.8,53.0,4.3,5.2
20101014,74.8,143.3,53.0,4.6,4.0
20101015,76.1,144.0,53.0,4.1,3.7
20101016,73.5,142.9,53.0,4.4,4.1
20101017,72.1,143.2,53.0,4.4,6.1
20101018,73.9,143.6,53.0,4.2,5.4
20101019,74.0,142.7,53.0,4.0,5.8
20101020,72.5,141.8,53.0,4.2,4.0
20101021,73.0,142.1,53.0,4.1,4.4
20101022,75.9,144.2,53.0,3.9,3.7
20101023,73.0,141.2,53.0,3.7,3.6
20101024,72.7,141.9,53.0,4.4,6.0
20101025,71.1,141.4,53.0,4.0,3.8
20101026,71.6,140.4,53.0,4.1,5.0
20101027,72.7,141.4,53.0,4.8,4.1
20101028,71.0,140.1,53.0,3.7,3.9
20101029,70.9,141.9,53.0,4.6,5.9
20101030,72.2,142.3,53.0,4.1,5.3
20101031,70.8,140.9,53.0,4.4,4.6
20101101,72.0,142.3,53.0,5.0,5.2
20101102,71.8,142.2,53.0,4.2,6.8
20101103,72.1,141.4,53.0,4.4,4.2
20101104,71.7,141.6,53.0,4.7,5.3
20101105,70.1,140.7,53.0,4.0,4.2
20101106,73.5,143.3,53.0,3.8,5.4
20101107,74.0,146.2,53.0,3.9,5.2
20101108,93.9,173.2,53.0,5.3,4.7
20101109,93.7,164.2,53.0,5.6,4.8
20101110,95.2,164.6,53.0,4.1,4.1
20101111,98.5,167.2,53.0,5.3,5.3
20101112,92.0,164.5,53.0,4.3,6.0
20101113,81.3,151.6,53.0,4.5,4.9
20101114,76.9,147.6,53.0,4.4,5.3
20101115,74.3,144.2,53.0,4.6,4.5
20101116,90.0,167.5,53.0,4.4,5.9
20101117,106.1,177.0,53.0,5.5,4.7
20101118,141.2,203.2,53.0,5.7,5.2
20101119,157.7,216.0,53.0,5.0,4.8
20101120,163.1,224.4,53.0,4.2,4.3
20101121,176.4,231.0,53.0,4.5,4.4
20101122,180.2,235.5,53.0,4.5,4.4
20101123,182.7,239.0,53.0,4.9,5.1
20101124,187.1,241.7,53.0,4.1,4.1
20101125,184.7,243.2,53.0,3.3,4.0
20101126,182.2,242.1,53.0,5.6,4.8
20101127,188.8,244.3,53.0,5.0,4.1
20101128,180.6,238.3,53.0,4.5,4.0
20101129,180.0,238.5,53.0,5.1,5.0
20101130,183.8,241.9,53.0,4.4,3.7
20101201,186.2,243.7,53.0,3.9,3.9
20101202,184.3,245.8,53.0,4.2,4.1
20101203,184.5,244.3,53.0,3.6,3.8
20101204,183.2,244.2,53.0,4.2,4.5
20101205,187.5,240.1,53.0,4.6,4.1
20101206,193.2,238.4,53.0,5.0,4.6
20101207,192.1,236.7,53.0,4.5,4.0
20101208,nan,nan,nan,nan,nan
20101209,163.6,215.1,53.0,3.4,3.2
20101210,183.0,230.1,53.0,4.7,4.0
20101211,195.5,234.7,53.0,4.6,3.9
20101212,196.1,234.0,53.0,4.5,4.3
20101213,201.5,235.7,53.0,5.2,4.1
20101214,202.9,243.6,53.0,4.3,4.0
20101215,196.6,233.7,53.0,5.6,4.6
20101216,179.4,224.5,53.0,3.6,3.8
20101217,195.7,239.3,53.0,5.4,5.2
20101218,205.1,245.4,53.0,4.0,4.3
20101219,207.9,242.2,53.0,3.9,4.0
20101220,214.4,248.9,53.0,4.5,4.5
20101221,215.9,249.9,53.0,3.9,3.7
20101222,220.7,251.0,53.0,4.6,4.4
20101223,218.6,249.2,53.0,4.3,4.1
20101224,222.0,249.9,53.0,4.2,4.1
20101225,nan,nan,nan,nan,nan
20101226,221.3,249.1,53.0,3.9,3.4
