Date,TBh,TBv,inc_mean,TBh_std,TBv_std
20101001,77.6,135.8,53.0,4.6,5.0
20101002,74.2,142.1,53.0,3.4,3.7
20101003,70.9,141.8,53.0,3.7,6.2
20101004,72.5,142.0,53.0,4.2,5.7
20101005,72.8,143.6,53.0,4.7,5.8
20101006,73.9,141.8,53.0,4.0,3.7
20101007,72.5,142.7,53.0,4.0,6.3
20101008,69.8,142.0,53.0,4.4,5.6
20101009,73.4,141.2,53.0,5.0,5.1
20101010,73.6,142.4,53.0,4.1,5.9
20101011,75.1,139.0,53.0,4.2,4.7
20101012,73.9,144.8,53.0,3.6,5.1
20101013,74.5,141.4,53.0,3.8,5.6
20101014,76.0,143.2,53.0,4.3,4.4
20101015,76.9,145.4,53.0,4.1,5.2
20101016,74.0,141.7,53.0,4.4,5.9
20101017,72.8,142.1,53.0,4.8,4.0
20101018,73.2,142.5,53.0,4.7,4.4
20101019,79.8,138.9,53.0,5.6,5.0
20101020,74.6,142.2,53.0,4.1,4.3
20101021,74.0,142.4,53.0,4.3,4.0
20101022,75.1,143.7,53.0,4.4,3.9
20101023,72.1,141.7,53.0,4.6,4.2
20101024,72.2,139.1,53.0,5.5,5.2
20101025,74.9,142.6,53.0,4.2,5.8
20101026,70.8,139.6,53.0,3.9,5.0
20101027,74.4,140.7,53.0,4.6,7.7
20101028,68.5,140.3,53.0,4.6,5.7
20101029,75.9,140.0,53.0,4.7,4.6
20101030,73.0,141.4,53.0,3.8,5.1
20101031,72.0,140.8,53.0,4.5,5.6
20101101,72.6,138.0,53.0,4.4,6.0
20101102,76.1,142.3,53.0,4.7,4.9
20101103,72.3,139.7,53.0,4.3,4.8
20101104,72.3,140.7,53.0,4.3,5.0
20101105,69.9,140.6,53.0,4.3,5.7
20101106,75.5,138.2,53.0,5.6,5.0
20101107,74.0,142.4,53.0,4.7,6.1
20101108,71.6,142.7,53.0,4.8,4.9
20101109,72.0,140.6,53.0,4.5,4.2
20101110,69.8,142.0,53.0,4.8,5.9
20101111,71.1,140.4,53.0,4.1,3.6
20101112,74.7,143.3,53.0,4.3,6.2
20101113,74.3,141.1,53.0,3.9,5.4
20101114,73.2,140.4,53.0,3.6,6.1
20101115,74.0,142.6,53.0,5.1,4.1
20101116,73.3,141.7,53.0,5.8,5.4
20101117,76.4,145.4,53.0,4.4,6.2
20101118,75.7,146.1,53.0,4.8,6.3
20101119,76.2,142.8,53.0,5.7,4.9
20101120,71.8,144.1,53.0,4.7,5.7
20101121,74.0,140.9,53.0,4.2,5.2
20101122,75.4,143.2,53.0,5.2,5.6
20101123,73.6,141.8,53.0,4.2,4.5
20101124,72.2,139.6,53.0,4.3,4.9
20101125,72.8,142.4,53.0,3.9,5.0
20101126,74.4,139.7,53.0,5.3,4.7
20101127,75.2,144.1,53.0,4.0,4.0
20101128,74.7,146.8,53.0,5.8,9.2
20101129,71.3,136.5,53.0,5.1,4.5
20101130,76.0,145.3,53.0,4.8,4.0
20101201,84.6,152.3,53.0,4.7,6.5
20101202,98.3,163.4,53.0,4.4,4.9
20101203,121.8,186.1,53.0,4.6,4.6
20101204,118.0,178.4,53.0,4.7,5.4
20101205,79.3,147.4,53.0,4.9,5.3
20101206,73.4,142.1,53.0,4.2,5.1
20101207,76.3,139.6,53.0,4.9,5.2
20101208,nan,nan,nan,nan,nan
20101209,71.5,138.8,53.0,3.8,4.0
20101210,74.6,142.0,53.0,4.6,5.6
20101211,73.2,139.7,53.0,4.9,5.9
20101212,80.0,139.3,53.0,4.9,5.2
20101213,94.5,160.3,53.0,4.7,5.3
20101214,103.0,173.1,53.0,5.4,5.5
20101215,76.2,145.1,53.0,4.8,4.4
20101216,70.9,142.0,53.0,4.8,6.2
20101217,76.3,136.5,53.0,5.1,4.9
20101218,79.0,153.4,53.0,4.8,6.4
20101219,72.8,144.0,53.0,5.3,5.0
20101220,82.8,151.1,53.0,4.2,5.7
20101221,98.5,171.5,53.0,5.7,5.9
20101222,136.0,198.1,53.0,4.8,5.0
20101223,155.2,213.8,53.0,4.7,4.1
20101224,167.4,220.5,53.0,4.6,4.8
20101225,nan,nan,nan,nan,nan
20101226,195.4,238.9,53.0,5.8,4.6
