Date,TBh,TBv,inc_mean,TBh_std,TBv_std
20101001,73.5,146.0,52.6,4.2,4.5
20101002,75.3,144.6,52.8,3.8,4.0
20101003,75.9,148.9,53.0,3.1,3.7
20101004,76.4,146.8,53.0,3.9,4.8
20101005,71.9,149.1,53.7,5.1,3.6
20101006,73.8,143.5,52.4,3.2,3.8
20101007,74.0,145.7,52.2,2.5,4.2
20101008,74.2,154.2,53.5,4.7,6.1
20101009,77.8,146.4,53.1,1.9,3.0
20101010,76.1,143.9,51.9,0.6,1.2
20101011,73.2,144.8,52.7,3.4,2.7
20101012,77.2,147.9,52.9,3.9,4.4
20101013,78.2,151.2,52.7,3.4,3.1
20101014,74.3,144.1,52.9,3.4,5.3
20101015,76.3,146.3,52.9,2.5,4.5
20101016,75.1,143.9,52.7,2.7,4.4
20101017,72.9,143.9,52.6,3.0,3.4
20101018,75.7,144.4,52.8,1.5,4.3
20101019,71.6,141.7,53.1,2.7,5.1
20101020,75.0,142.0,52.3,3.0,4.5
20101021,73.4,144.9,52.2,1.2,5.4
20101022,79.0,147.2,53.2,3.0,4.3
20101023,78.8,143.8,53.5,5.9,2.8
20101024,72.9,143.0,52.0,1.7,3.8
20101025,74.2,143.6,52.5,1.7,3.6
20101026,78.5,143.0,52.8,3.7,4.9
20101027,72.4,142.2,53.1,5.2,4.0
20101028,73.5,143.7,53.1,1.9,1.5
20101029,70.4,144.9,52.9,2.6,5.6
20101030,72.1,144.7,52.6,3.5,2.7
20101031,75.3,146.7,52.8,5.3,4.7
20101101,73.9,142.6,52.8,3.8,2.9
20101102,77.5,144.2,52.7,0.6,4.4
20101103,71.5,138.5,52.6,1.1,2.7
20101104,75.1,145.2,53.0,3.7,3.7
20101105,72.1,146.6,51.6,3.0,4.2
20101106,73.5,145.7,52.9,3.7,4.1
20101107,77.3,144.0,53.3,3.1,1.0
20101108,77.1,138.8,52.7,3.5,6.3
20101109,77.1,144.8,53.0,5.7,4.9
20101110,69.6,145.7,53.1,2.4,3.0
20101111,75.2,146.9,52.7,3.0,4.0
20101112,90.1,159.6,52.8,7.4,5.0
20101113,106.3,181.6,53.4,4.3,2.8
20101114,155.4,226.9,54.8,2.6,1.3
20101115,165.6,232.4,52.7,3.0,4.3
20101116,157.7,225.1,53.0,7.3,5.8
20101117,150.8,217.3,52.0,7.2,2.8
20101118,156.4,224.4,52.8,5.8,2.9
20101119,179.5,231.2,52.6,7.7,4.7
20101120,183.0,243.2,54.6,5.9,0.3
20101121,196.6,246.8,52.3,3.5,2.5
20101122,204.4,246.1,54.3,4.2,3.7
20101123,217.9,255.0,52.8,3.0,4.1
20101124,215.8,248.4,52.9,4.5,5.2
20101125,223.7,255.0,53.0,3.3,3.1
20101126,212.6,250.4,53.0,3.2,2.6
20101127,216.9,250.1,53.0,3.0,2.5
20101128,222.2,252.0,52.9,5.4,2.8
20101129,213.1,252.0,52.8,3.2,5.0
20101130,200.2,246.0,54.2,2.6,2.5
20101201,215.8,254.0,53.5,2.8,3.3
20101202,218.2,250.4,53.0,2.7,4.4
20101203,nan,nan,nan,nan,nan
20101204,222.3,252.9,52.6,2.2,0.7
20101205,223.3,252.8,53.3,1.2,3.4
20101206,219.4,257.2,53.6,0.9,2.8
20101207,216.3,253.3,53.0,3.9,4.5
20101208,214.7,250.7,53.0,2.4,3.5
20101209,nan,nan,nan,nan,nan
20101210,212.9,248.8,53.1,3.6,2.9
20101211,216.5,253.3,52.9,3.0,3.3
20101212,193.1,237.1,52.7,3.8,3.5
20101213,184.8,232.4,53.0,5.5,1.3
20101214,183.8,231.6,53.3,5.9,4.2
20101215,199.7,247.1,53.4,5.3,2.5
20101216,nan,nan,nan,nan,nan
20101217,208.8,252.3,52.8,2.1,3.0
20101218,217.5,252.7,53.0,2.5,0.1
20101219,209.2,249.0,54.2,1.4,1.5
20101220,213.3,249.5,52.8,4.2,3.8
20101221,215.7,252.5,53.5,4.3,3.7
20101222,212.0,251.3,52.7,3.9,2.5
20101223,217.2,249.1,52.7,3.6,2.7
20101224,222.6,255.5,53.0,4.4,2.4
20101225,219.5,252.2,52.9,3.9,5.0
20101226,221.8,251.4,53.1,4.1,3.1
