Date,TBh,TBv,inc_mean,TBh_std,TBv_std
20101001,76.1,144.0,53.0,4.3,5.9
20101002,73.4,142.5,53.0,3.6,5.5
20101003,72.7,146.1,53.0,4.3,6.2
20101004,74.0,142.5,53.0,3.8,4.8
20101005,71.8,143.7,53.0,4.6,4.0
20101006,73.9,144.3,53.0,4.2,5.9
20101007,74.2,142.7,53.0,4.2,5.0
20101008,76.3,145.7,53.0,3.7,5.9
20101009,73.3,143.0,53.0,4.8,5.4
20101010,72.8,145.1,53.0,4.3,6.0
20101011,81.0,161.4,53.0,4.4,5.9
20101012,95.0,173.5,53.0,5.4,5.2
20101013,80.1,148.6,53.0,4.5,6.3
20101014,80.1,147.3,53.0,4.1,5.7
20101015,75.5,143.9,53.0,4.8,5.8
20101016,75.4,145.6,53.0,4.1,6.2
20101017,72.4,141.4,53.0,4.1,5.5
20101018,73.5,144.1,53.0,4.4,5.2
20101019,77.0,144.7,53.0,4.6,6.1
20101020,77.3,147.9,53.0,4.5,5.7
20101021,83.9,157.4,53.0,4.7,5.9
20101022,92.6,170.7,53.0,4.4,4.8
20101023,98.6,174.5,53.0,4.5,4.8
20101024,113.5,189.9,53.0,5.4,5.8
20101025,103.4,178.8,53.0,3.7,4.1
20101026,106.9,181.3,53.0,4.2,4.7
20101027,126.0,198.7,53.0,4.6,4.6
20101028,142.1,214.5,53.0,4.7,4.4
20101029,167.5,232.9,53.0,4.7,4.6
20101030,133.7,204.0,53.0,4.0,4.0
20101031,142.3,211.1,53.0,5.5,4.5
20101101,149.8,214.8,53.0,5.1,5.6
20101102,157.0,224.8,53.0,4.4,3.6
20101103,175.9,236.5,53.0,4.6,4.2
20101104,187.7,238.1,53.0,4.8,4.6
20101105,203.9,248.3,53.0,4.0,4.0
20101106,194.8,240.8,53.0,4.4,4.3
20101107,197.8,249.2,53.0,3.4,3.6
20101108,200.8,250.9,53.0,4.7,4.0
20101109,193.0,245.6,53.0,5.4,5.2
20101110,197.9,246.1,53.0,4.0,4.2
20101111,193.0,242.3,53.0,5.7,4.9
20101112,204.8,249.7,53.0,4.3,4.1
20101113,209.1,251.7,53.0,4.6,4.3
20101114,206.7,250.8,53.0,3.6,3.3
20101115,205.7,253.0,53.0,3.8,4.1
20101116,208.3,253.6,53.0,4.4,3.7
20101117,207.5,252.0,53.0,3.7,3.7
20101118,209.5,252.7,53.0,4.9,3.8
20101119,206.2,249.7,53.0,4.0,4.0
20101120,204.1,250.8,53.0,4.1,3.8
20101121,202.6,249.0,53.0,4.3,4.3
20101122,204.4,250.5,53.0,5.1,4.5
20101123,202.9,249.8,53.0,4.3,4.0
20101124,201.1,248.9,53.0,4.0,3.5
20101125,198.5,248.7,53.0,4.6,4.2
20101126,202.5,247.3,53.0,4.2,4.1
20101127,206.1,246.7,53.0,4.1,4.1
20101128,208.5,247.8,53.0,4.3,4.0
20101129,211.3,244.7,53.0,4.5,4.1
20101130,209.7,247.4,53.0,4.4,4.2
20101201,205.1,242.5,53.0,4.1,4.2
20101202,204.1,244.3,53.0,4.4,3.8
20101203,207.6,246.3,53.0,4.1,4.1
20101204,212.9,250.2,53.0,4.5,4.3
20101205,211.3,250.7,53.0,4.2,3.9
20101206,214.9,249.3,53.0,4.1,4.5
20101207,214.1,250.8,53.0,4.2,4.5
20101208,nan,nan,nan,nan,nan
20101209,217.6,250.3,53.0,4.3,4.8
20101210,215.1,252.1,53.0,4.0,3.9
20101211,216.3,253.2,53.0,3.5,4.3
20101212,216.1,250.7,53.0,4.9,4.9
20101213,209.6,246.9,53.0,3.9,3.7
20101214,213.5,251.5,53.0,4.3,4.2
20101215,211.9,251.1,53.0,4.0,4.3
20101216,208.0,249.5,53.0,5.7,5.4
20101217,210.9,253.4,53.0,5.0,4.6
20101218,208.1,250.7,53.0,4.2,4.3
20101219,211.2,251.7,53.0,4.3,4.1
20101220,217.8,250.4,53.0,4.4,4.2
20101221,220.7,253.2,53.0,4.4,4.7
20101222,227.7,255.1,53.0,4.3,3.9
20101223,227.0,253.4,53.0,4.2,4.1
20101224,230.2,253.1,53.0,4.0,4.0
20101225,nan,nan,nan,nan,nan
20101226,227.0,252.2,53.0,3.9,3.9
