Date,TBh,TBv,inc_mean,TBh_std,TBv_std
20101001,71.9,146.6,53.0,3.6,2.4
20101002,70.5,141.8,53.1,2.5,3.2
20101003,70.3,144.1,52.9,3.1,4.1
20101004,74.4,146.8,53.1,2.9,4.4
20101005,69.3,141.5,52.8,2.1,3.5
20101006,73.0,145.9,53.0,3.6,2.9
20101007,74.4,140.7,52.9,2.5,3.1
20101008,71.2,145.2,53.0,1.6,2.2
20101009,72.6,143.1,53.0,2.8,2.5
20101010,nan,nan,nan,nan,nan
20101011,73.7,146.7,52.9,2.4,4.1
20101012,76.8,149.6,53.1,4.3,2.1
20101013,76.6,146.8,53.0,1.5,2.4
20101014,77.5,148.2,53.1,3.8,2.6
20101015,70.2,142.0,53.1,1.5,2.9
20101016,73.1,143.9,52.9,4.1,2.3
20101017,76.3,144.9,53.1,6.3,3.2
20101018,75.6,145.5,53.1,1.2,3.3
20101019,74.8,143.8,53.0,2.8,3.2
20101020,75.1,144.4,53.5,2.9,1.0
20101021,70.4,144.3,52.8,5.4,3.9
20101022,79.6,149.8,53.1,4.2,2.8
20101023,83.0,153.4,52.2,0.0,0.0
20101024,102.9,185.3,53.0,2.7,3.1
20101025,107.5,186.0,52.8,3.4,5.0
20101026,104.1,183.3,53.0,3.2,3.5
20101027,113.1,195.7,53.1,1.5,2.4
20101028,144.3,215.2,52.9,4.5,4.9
20101029,165.5,233.4,53.0,4.6,3.1
20101030,155.7,224.7,53.1,4.2,3.8
20101031,154.3,219.1,53.0,3.6,4.6
20101101,163.0,225.9,53.1,5.4,5.9
20101102,172.6,235.3,53.7,1.0,0.7
20101103,178.5,236.5,53.0,2.2,4.1
20101104,191.0,248.5,52.9,2.9,2.8
20101105,196.7,248.9,52.9,7.0,2.5
20101106,192.3,244.4,52.9,7.4,5.5
20101107,186.3,242.4,53.1,2.7,4.3
20101108,189.0,246.0,53.1,3.7,1.5
20101109,191.2,246.5,53.0,3.0,4.3
20101110,199.4,240.9,52.8,5.0,2.8
20101111,200.7,247.1,52.9,3.3,2.8
20101112,200.0,242.0,53.0,2.3,1.4
20101113,207.0,248.4,52.8,5.4,3.3
20101114,215.5,252.4,53.3,4.2,1.9
20101115,215.7,250.2,53.1,1.9,2.3
20101116,218.6,254.1,52.8,3.1,5.3
20101117,222.1,252.8,53.2,1.9,3.6
20101118,219.7,251.6,52.7,3.3,3.7
20101119,216.6,251.7,53.0,4.2,4.3
20101120,208.4,240.2,53.0,3.0,4.7
20101121,212.8,248.3,53.0,3.2,5.3
20101122,219.6,249.7,52.9,4.8,3.5
20101123,215.8,248.5,53.0,4.7,4.2
20101124,212.8,248.0,52.9,1.1,0.5
20101125,208.9,243.7,52.9,2.5,3.6
20101126,207.8,245.8,53.1,3.2,3.6
20101127,211.2,249.9,53.2,3.0,3.6
20101128,208.5,248.9,53.1,5.1,2.2
20101129,213.3,251.7,53.1,3.5,2.7
20101130,211.0,244.5,53.0,2.3,2.1
20101201,212.0,246.7,53.0,4.4,4.1
20101202,206.9,246.9,52.9,2.4,2.5
20101203,216.5,247.8,53.0,2.3,1.8
20101204,218.7,252.1,52.9,3.9,3.3
20101205,219.0,250.6,53.0,3.6,5.4
20101206,217.1,250.4,52.9,4.0,2.8
20101207,217.2,252.6,52.9,2.3,3.0
20101208,215.0,245.1,52.9,5.1,3.9
20101209,220.9,255.4,52.3,0.2,8.6
20101210,220.5,252.8,53.1,4.2,3.9
20101211,217.3,250.7,53.0,3.5,2.1
20101212,206.6,248.3,53.0,2.5,1.8
20101213,202.0,241.2,53.0,3.6,2.4
20101214,199.2,247.3,53.1,4.9,3.8
20101215,202.3,251.1,53.0,1.7,1.9
20101216,204.1,249.6,52.7,0.4,3.5
20101217,202.5,251.7,53.0,2.5,2.3
20101218,203.6,251.4,52.8,1.9,1.7
20101219,205.6,248.7,53.2,4.8,2.7
20101220,214.0,248.7,53.0,2.5,4.3
20101221,208.2,249.8,53.1,4.4,4.3
20101222,210.7,252.3,53.0,5.7,4.6
20101223,214.0,247.7,52.9,2.9,1.1
20101224,212.9,247.7,53.0,2.1,2.0
20101225,210.1,252.2,53.0,1.8,3.2
20101226,213.5,246.6,53.1,1.9,2.5
