Date,TBh,TBv,inc_mean,TBh_std,TBv_std
20101001,75.1,146.1,53.0,3.8,5.5
20101002,73.0,143.4,53.0,3.9,5.3
20101003,75.3,146.0,53.0,4.1,5.3
20101004,75.8,146.9,53.0,4.3,5.7
20101005,75.5,146.9,53.0,3.9,6.0
20101006,72.5,145.7,53.0,4.5,5.3
20101007,75.0,147.4,53.0,3.7,6.6
20101008,76.2,146.9,53.0,4.3,5.4
20101009,76.2,143.4,53.0,4.4,5.9
20101010,74.4,146.1,53.0,3.8,6.4
20101011,73.8,145.8,53.0,3.9,4.5
20101012,77.1,147.4,53.0,4.0,6.5
20101013,77.5,146.9,53.0,4.3,5.4
20101014,76.7,143.8,53.0,5.1,5.2
20101015,75.1,144.1,53.0,3.8,6.0
20101016,75.1,142.9,53.0,4.3,5.8
20101017,73.6,143.7,53.0,4.0,5.2
20101018,74.3,145.2,53.0,4.2,5.8
20101019,72.6,142.8,53.0,4.4,4.0
20101020,72.0,141.4,53.0,3.3,3.6
20101021,72.9,143.2,53.0,4.8,5.5
20101022,77.0,146.2,53.0,4.2,5.7
20101023,75.3,144.5,53.0,4.6,6.0
20101024,73.3,142.5,53.0,4.5,5.8
20101025,75.5,142.9,53.0,5.9,5.0
20101026,74.4,143.6,53.0,4.8,5.6
20101027,70.9,144.1,53.0,4.9,5.5
20101028,74.6,141.5,53.0,4.5,6.0
20101029,71.6,142.1,53.0,3.7,4.7
20101030,72.0,143.1,53.0,4.6,5.1
20101031,73.9,142.8,53.0,4.8,5.5
20101101,73.9,144.2,53.0,4.9,5.5
20101102,74.4,141.1,53.0,3.2,5.6
20101103,73.7,142.7,53.0,4.2,5.6
20101104,72.6,143.0,53.0,4.4,5.7
20101105,75.1,145.2,53.0,4.0,5.8
20101106,75.9,143.7,53.0,4.3,4.5
20101107,74.2,142.3,53.0,4.7,5.8
20101108,75.0,145.8,53.0,4.6,6.4
20101109,75.5,146.1,53.0,4.7,4.3
20101110,74.0,144.7,53.0,4.6,5.2
20101111,74.5,143.2,53.0,4.4,5.4
20101112,100.8,170.4,53.0,4.8,9.4
20101113,114.6,182.5,53.0,4.6,4.5
20101114,149.9,218.7,53.0,5.2,5.9
20101115,169.4,234.4,53.0,5.0,5.5
20101116,159.1,226.2,53.0,5.4,4.1
20101117,151.8,218.1,53.0,5.0,5.3
20101118,161.9,223.4,53.0,4.8,4.2
20101119,179.3,230.2,53.0,5.8,5.0
20101120,192.8,240.5,53.0,4.2,4.0
20101121,197.2,243.2,53.0,5.0,5.9
20101122,208.1,247.6,53.0,2.9,3.0
20101123,215.6,250.9,53.0,4.7,4.5
20101124,215.8,252.0,53.0,5.4,4.8
20101125,216.8,251.3,53.0,5.1,4.6
20101126,218.0,251.3,53.0,5.2,4.9
20101127,219.9,251.4,53.0,4.2,3.7
20101128,222.4,250.2,53.0,5.3,4.5
20101129,214.2,250.5,53.0,3.6,4.1
20101130,205.6,244.0,53.0,4.6,3.8
20101201,214.5,246.0,53.0,4.3,4.8
20101202,215.9,246.6,53.0,4.7,3.8
20101203,214.0,247.1,53.0,4.6,3.9
20101204,220.3,252.1,53.0,3.9,3.9
20101205,222.1,250.7,53.0,4.0,3.8
20101206,221.4,253.7,53.0,4.1,4.5
20101207,215.5,250.4,53.0,4.9,4.1
20101208,nan,nan,nan,nan,nan
20101209,214.0,247.0,53.0,4.7,3.9
20101210,215.6,249.2,53.0,5.0,5.5
20101211,215.5,249.4,53.0,4.6,5.0
20101212,194.8,236.1,53.0,4.8,4.3
20101213,181.7,229.4,53.0,4.9,4.8
20101214,188.3,234.9,53.0,4.7,4.4
20101215,205.8,247.0,53.0,5.0,4.0
20101216,211.3,248.3,53.0,5.3,4.3
20101217,211.1,248.7,53.0,4.3,4.7
20101218,216.9,249.1,53.0,4.0,3.9
20101219,214.9,251.5,53.0,4.7,4.5
20101220,213.6,248.7,53.0,4.7,4.4
20101221,219.7,250.8,53.0,4.1,4.1
20101222,215.2,251.2,53.0,4.6,4.1
20101223,218.4,249.8,53.0,5.4,5.5
20101224,223.3,252.2,53.0,4.0,4.3
20101225,nan,nan,nan,nan,nan
20101226,222.3,249.1,53.0,3.8,4.1
